road_component_id,source_init_node,source_term_node,edge_count,edge_indices,length_miles,lanes,lane_miles,max_flood_depth_mm,minimum_capacity_retention_ratio,contains_closed_edge,repair_cost_usd,baseline_component_flow_veh_per_period,same_flow_vehicle_min_saving,capacity_loss_proxy_vehicle_min,closed_link_proxy_vehicle_min,impact_score,impact_per_dollar,severity_index,boundary_end_count,interior_severe_segment,warmstart_singleton_score,checkpoint_status,checkpoint_stage,checkpoint_generation
10805->8482,10805,8482,1,"(21179,)",0.03,1,0.03,127.0,0.564,False,660.72,4089.115818823652,221.8966653329957,128.3655237845121,0.0,232.16590723575666,0.3513831989886134,0.4838201904736139,0,True,0.07027663979772268,completed,completed,80
10805->8483,10805,8483,1,"(21180,)",0.03,1,0.03,127.0,0.564,False,660.72,3970.985463363993,291.1962013062834,86.56748310133504,0.0,298.1215999543902,0.4512071678689766,0.4908632328540136,0,True,0.09024143357379533,completed,completed,80
2029->8058,2029,8058,1,"(2187,)",0.03,1,0.03,127.0,0.564,False,660.72,4005.694558461784,238.76727137061852,112.27389605288599,0.0,247.7491830548494,0.37496849354469275,0.4855076892882645,0,True,0.07499369870893856,completed,completed,80
2427->6336,2427,6336,1,"(3228,)",0.03,1,0.03,127.0,0.564,False,660.72,4181.996539130836,240.123558915837,131.2812353563952,0.0,250.62605774434863,0.37932264460641213,0.4863170396287477,0,True,0.07586452892128243,completed,completed,80
4305->6763,4305,6763,1,"(6403,)",0.03,1,0.03,127.0,0.564,False,660.72,4015.8050928724997,240.63858736693024,112.55727988879778,0.0,249.64316975803405,0.37783504322259664,0.48575935962417593,0,True,0.07556700864451933,completed,completed,80
4428->6282,4428,6282,1,"(6760,)",0.03,1,0.03,127.0,0.564,False,660.72,5074.343158928512,508.7955977156069,159.29378044508385,0.0,521.5391001512136,0.7893496490967634,0.5100239386372465,0,True,0.1578699298193527,completed,completed,80
6261->8687,6261,8687,1,"(10991,)",0.03,1,0.03,152.4,0.509,False,660.72,3017.907035651381,239.45246844438415,95.25807993245323,0.0,247.07311483898042,0.3739452640134708,0.5185243737887151,0,True,0.07478905280269416,completed,completed,80
6282->4428,6282,4428,1,"(11036,)",0.03,1,0.03,127.0,0.564,False,660.72,5284.539777674325,603.9738171881909,165.89227270075241,0.0,617.245199004251,0.9342008702691776,0.5154373706592289,0,True,0.18684017405383554,completed,completed,80
6336->2427,6336,2427,1,"(11104,)",0.03,1,0.03,127.0,0.564,False,660.72,3943.905772870073,196.20195655944806,123.80709002193734,0.0,206.10652376120305,0.3119423110564279,0.4799231141301411,0,True,0.06238846221128558,completed,completed,80
6763->4305,6763,4305,1,"(12022,)",0.03,1,0.03,127.0,0.564,False,660.72,4678.2111406133035,404.32841872486574,131.1235751126186,0.0,414.8183047338752,0.6278276800064705,0.5023856813778294,0,True,0.1255655360012941,completed,completed,80
6763->8756,6763,8756,1,"(12024,)",0.03,1,0.03,127.0,0.564,False,660.72,4748.1651364376385,372.670114109814,155.2649999615108,0.0,385.09131410673484,0.5828358670945859,0.5003551164577886,0,True,0.11656717341891719,completed,completed,80
8058->2029,8058,2029,1,"(15008,)",0.03,1,0.03,127.0,0.564,False,660.72,4012.0300844428925,239.93801818425075,112.45147179538506,0.0,248.93413592788156,0.3767619202201864,0.48566537842041996,0,True,0.07535238404403728,completed,completed,80
8483->10805,8483,10805,1,"(15543,)",0.03,1,0.03,127.0,0.564,False,660.72,3354.776448917711,195.628385262492,73.13412658640611,0.0,201.47911538940448,0.3049387265247071,0.4774918344684336,0,True,0.06098774530494142,completed,completed,80
8687->6261,8687,6261,1,"(15819,)",0.03,1,0.03,152.4,0.509,False,660.72,2749.113030159657,200.3083448759909,86.77378914482516,0.0,207.25024800757691,0.31367333818800236,0.5123357611999656,0,True,0.06273466763760048,completed,completed,80
8756->6763,8756,6763,1,"(15937,)",0.03,1,0.03,127.0,0.564,False,660.72,3948.7127433296005,184.74555322080388,129.12290670687796,0.0,195.07538575735413,0.2952466790128256,0.47831863414539966,0,True,0.05904933580256512,completed,completed,80
9328->9329,9328,9329,1,"(17312,)",0.03,1,0.03,127.0,0.564,False,660.72,3761.093446010266,198.06826807062288,105.4180763010306,0.0,206.5017141747053,0.3125404319147374,0.47946213770850754,0,True,0.06250808638294748,completed,completed,80
10646->7789,10646,7789,1,"(20456,)",0.04,1,0.04,88.9,0.637,False,880.96,5400.675399549954,286.7230225919771,168.03815743171145,0.0,300.16607518651404,0.34072611149940296,0.44346648170660735,0,True,0.0681452222998806,completed,completed,80
12276->8475,12276,8475,1,"(25663,)",0.04,1,0.04,127.0,0.564,False,880.96,3673.17349866181,318.98057233183096,106.76690969443662,0.0,327.52192510738587,0.3717784293354816,0.4927845489262477,0,True,0.07435568586709633,completed,completed,80
2815->2817,2815,2817,1,"(4247,)",0.04,1,0.04,127.0,0.564,False,880.96,5196.203553972731,869.9897512185885,169.91585621490833,0.0,883.5830197157811,1.0029774560885638,0.5258417428386624,0,True,0.20059549121771278,completed,completed,80
2816->2817,2816,2817,1,"(4251,)",0.04,1,0.04,127.0,0.564,False,880.96,3963.6808210564627,308.2135983633958,148.12841468405296,0.0,320.06387153812005,0.36331260390723763,0.492935478318481,0,True,0.07266252078144753,completed,completed,80
4422->9021,4422,9021,1,"(6744,)",0.04,1,0.04,127.0,0.564,False,880.96,4083.48168532045,294.45005319305477,170.91820942077277,0.0,308.1235099467166,0.34975879716072983,0.49213986844290897,0,True,0.06995175943214597,completed,completed,80
4428->4429,4428,4429,1,"(6759,)",0.04,1,0.04,127.0,0.564,False,880.96,3996.906410449304,360.5818622272871,130.69883962169226,0.0,371.0377693970225,0.4211743659156176,0.4973817983035922,0,True,0.08423487318312352,completed,completed,80
7048->2846,7048,2846,1,"(12485,)",0.04,1,0.04,177.8,0.509,False,880.96,2251.896668500153,319.6512368582085,106.1454013664232,0.0,328.14286896752236,0.3724832784320768,0.5406244591420202,0,True,0.07449665568641536,completed,completed,80
7465->12254,7465,12254,1,"(13412,)",0.04,1,0.04,88.9,0.637,False,880.96,5502.064897765991,381.1670666841314,149.79371684167913,0.0,393.1505640314657,0.446275158953262,0.45162207416023264,0,True,0.0892550317906524,completed,completed,80
9021->4422,9021,4422,1,"(16673,)",0.04,1,0.04,127.0,0.564,False,880.96,4102.476242020738,299.23875385488765,171.71324558602004,0.0,312.97581350176927,0.3552667697758914,0.4926507991487331,0,True,0.07105335395517828,completed,completed,80
10802->10808,10802,10808,1,"(21165,)",0.05,1,0.05,88.9,0.637,False,1101.2,5067.249928377233,428.51572983180506,141.49320953853353,0.0,439.8351865948877,0.39941444478286203,0.45403320640813216,0,True,0.07988288895657242,completed,completed,80
2425->6377,2425,6377,1,"(3219,)",0.05,1,0.05,127.0,0.564,False,1101.2,4207.012684801204,524.1621468357547,171.96164349124925,0.0,537.9190783150547,0.4884844517935476,0.5088930429963732,0,True,0.09769689035870953,completed,completed,80
5797->8771,5797,8771,1,"(10249,)",0.05,1,0.05,127.0,0.564,False,1101.2,4361.596043040879,525.2190550143937,203.74884372490965,0.0,541.5189625123865,0.49175350754848024,0.5094831496992254,0,True,0.09835070150969605,completed,completed,80
6377->2425,6377,2425,1,"(11254,)",0.05,1,0.05,127.0,0.564,False,1101.2,4249.330765747775,540.5101003831177,173.69139504994035,0.0,554.4054119871129,0.5034556955930919,0.5098927656780268,0,True,0.10069113911861838,completed,completed,80
6391->8818,6391,8818,1,"(11304,)",0.05,1,0.05,177.8,0.509,False,1101.2,2900.071598728454,590.4265110607132,170.8722185970805,0.0,604.0962885484796,0.5485799932332724,0.5613782517128274,0,True,0.10971599864665449,completed,completed,80
6924->2815,6924,2815,1,"(12268,)",0.05,1,0.05,127.0,0.564,False,1101.2,4481.078075666717,640.4188932290147,183.16406634287708,0.0,655.0720185364448,0.5948710665968442,0.5153949047841954,0,True,0.11897421331936885,completed,completed,80
8760->8759,8760,8759,1,"(15952,)",0.05,1,0.05,127.0,0.564,False,1101.2,4263.462663567787,502.803710421313,192.29686772229883,0.0,518.1874598390968,0.4705661640384098,0.5079358509882187,0,True,0.09411323280768197,completed,completed,80
8771->5797,8771,5797,1,"(15976,)",0.05,1,0.05,127.0,0.564,False,1101.2,4699.652062077878,685.354174424198,219.54088918563804,0.0,702.917445559049,0.6383195110416355,0.5179945340796892,0,True,0.1276639022083271,completed,completed,80
8787->5805,8787,5805,1,"(16034,)",0.05,1,0.05,127.0,0.564,False,1101.2,4442.085453457638,559.5284473974049,207.50884904009254,0.0,576.1291553206123,0.5231830324378971,0.5115103425042258,0,True,0.10463660648757943,completed,completed,80
8818->6391,8818,6391,1,"(16114,)",0.05,1,0.05,177.8,0.509,False,1101.2,3006.3793776303005,631.2064166501764,177.1358729299773,0.0,645.3772864845746,0.58606727795548,0.563721238345136,0,True,0.117213455591096,completed,completed,80
10348->7507,10348,7507,1,"(19124,)",0.06,1,0.06,127.0,0.564,False,1321.44,4270.349165665821,586.7303988507211,239.38357322960974,0.0,605.8810847090899,0.45850063923378276,0.5125662899136701,0,True,0.09170012784675656,completed,completed,80
10585->6305,10585,6305,1,"(20172,)",0.06,1,0.06,127.0,0.564,False,1321.44,5020.667218862702,1058.0181760234689,281.4442595259606,0.0,1080.5337167855457,0.817694119131815,0.5314085998067114,0,True,0.163538823826363,completed,completed,80
2426->6377,2426,6377,1,"(3223,)",0.06,1,0.06,127.0,0.564,False,1321.44,4559.626390614657,757.997477400249,246.7858476796126,0.0,777.740345214618,0.58855517103661,0.5206505414102479,0,True,0.11771103420732201,completed,completed,80
